Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
238-39A,G,EM,0.40,H,SI1,EX,EX,EX,S,BLUE,4.95*3.46*2.33,GIA,7353360983,,765.000,,,,67.30,62.00,THK to VTK,,,,NON,,,,,,GIA 7353360983,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
220-161A,G,EM,0.30,E,SI2,VG,VG,G,N,N,4.62*3.27*2.21,GIA,6342851048,,623.000,,,,67.40,66.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6342851048,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-86A,M,PB,0.35,F,VVS2,EX,EX,VG,S,BLUE,6.29*3.87*2.31,GIA,6355569878,,918.000,,,,59.80,57.00,MED to VTK,,,Faceted,NON,,,,,,GIA 6355569878,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-66A,M,RBC,0.51,J,VVS2,EX,EX,EX,F,N,5.11*5.07*3.20,GIA,1358569995,,1475.000,,,,62.80,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 1358569995 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-83E,G,RBC,0.50,I,VS2,EX,EX,EX,VS,BLUE,5.14*5.12*3.12,GIA,5356516802,,1390.500,,,,60.80,60.00,MED to STK,,3.50,Faceted,NON,,13.50,34.00,43.50,41.20,GIA 5356516802,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
196-18C,G,CU,0.41,M,I1,EX,EX,EX,N,N,4.49*4.09*2.61,GIA,1329940582,,660.000,Yellow,,,63.90,57.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 1329940582,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-118A,G,RBC,0.72,M,VS1,EX,EX,EX,N,N,5.85*5.84*3.45,GIA,1343792019,,1071.000,,,,59.00,62.00,MED,,3.00,Faceted,NONE,,12.50,33.00,43.50,41.20,GIA 1343792019,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-130A,G,RBC,0.70,K,VS2,G,EX,VG,F,N,5.63*5.56*3.47,GIA,1355630563,,1275.600,,,,62.00,59.00,MED to VTK,,5.00,Faceted,NON,,15.00,36.50,42.00,40.20,GIA 1355630563,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-151A,G,RBC,0.31,L,VS2,EX,EX,EX,N,N,4.42*4.40*2.66,GIA,6352569883,,736.800,,,,60.30,60.00,MED,,3.00,Faceted,NON,,12.50,32.50,44.50,41.80,GIA 6352569883 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-14,G,CU,1.31,E,VVS2,G,EX,EX,M,N,6.32*5.79*4.02,GIA,2356203046,,4095.000,,,,69.50,65.00,STK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-880A,G,RBC,0.21,D,VVS1,EX,EX,EX,N,N,3.83*3.80*2.38,GIA,3355629940,,1725.500,,,,62.40,59.00,MED to STK,,4.00,Faceted,NON,,14.50,35.00,44.00,41.60,GIA 3355629940,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1875-13,G,RBC,1.04,M,VS2,EX,EX,EX,N,N,6.49*6.44*3.99,IGI,414080659,,1997.500,,,,61.80,59.00,MED to MED,,,Faceted,,,15.00,35.90,43.00,40.80,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-103A,G,OV,0.99,K,SI2,VG,G,G,M,N,7.71*5.75*3.26,IGI,432008607,,1023.500,,,,56.70,62.00,Slightly Thick To Very Thick (Faceted) ,,5.10,,None,,12.00,33.80,39.50,38.00,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
233-108A,G,OV,0.96,F,SI1,VG,EX,VG,N,N,7.37*5.51*3.44,GIA,1343865943,,2632.000,,,,62.40,62.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 1343865943,Pinpoints are not shown. Clouds are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-170A,G,OV,1.00,I,SI2,VG,G,VG,S,N,7.50*5.47*3.50,IGI,400945510,,1444.000,,,,64.00,63.00,Thick To Very Thick (Faceted),,7.90,Faceted,Pointed,,15.50,42.50,40.50,38.50,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-28A,M,RBC,1.16,L,SI2,EX,EX,EX,F,N,6.73*6.68*4.18,GIA,3345875366,,1848.000,,,,62.40,58.00,MED to STK,,4.00,Faceted,NONE,,14.50,35.00,44.00,41.40,GIA 3345875366,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
209-4B,G,MQ,0.60,I,VVS2,VG,VG,VG,M,BLUE,8.53*4.43*2.51,GIA,6342111417,,1176.000,,,,56.60,64.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 6342111417,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-92A,G,RBC,0.90,J,SI1,EX,EX,VG,N,N,6.24*6.20*3.78,GIA,2357013579,,2061.500,,,,60.80,61.00,MED to STK,,4.00,Faceted,NONE,,12.00,32.50,44.50,41.80,GIA 2357013579,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-130A,G,EM,1.70,M,VVS1,EX,EX,EX,N,N,9.97*4.95*3.33,GIA,1359358249,,2250.000,,,,67.40,63.00,THK to VTK,,,,NON,,,,,,GIA 1359358249,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-14A,G,RBC,0.34,E,VVS1,EX,EX,EX,F,N,4.47*4.44*2.77,GIA,6352536612,,1459.900,,,,62.20,61.00,MED to STK,,4.50,Faceted,NON,,13.50,34.00,44.50,41.80,GIA 6352536612,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-79B,G,RBC,0.41,K,SI1,EX,EX,EX,F,N,4.79*4.75*2.99,GIA,7353588985,,758.100,,,,62.60,55.00,MED,,3.50,Faceted,NON,,16.00,35.00,43.00,41.00,GIA 7353588985,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
S0119-26,G,RBC,1.01,F,SI2,EX,EX,EX,S,N,6.39*6.45*3.96,GIA,2317978613,,2979.500,,,,61.80,60.00,,,,,,,14.00,,44.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-6A,G,RBC,1.00,I,SI2,VG,EX,VG,N,N,6.21*6.29*4.02,IGI,432008618,,2070.250,,,,64.20,60.00,Medium To Slightly Thick (Faceted) ,,5.30,,Pointed,,14.50,35.80,44.50,41.60,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-115B,G,RBC,0.30,I,VS2,VG,EX,G,N,N,4.26*4.24*2.59,GIA,2357589194,,892.500,,,,61.00,59.00,MED to THK,,5.50,Faceted,NON,,14.00,34.50,42.00,40.00,GIA 2357589194 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-19A,M,OV,1.00,G,VS2,EX,EX,VG,F,N,7.59*5.70*3.49,GIA,6355590731,,3534.100,,,,61.30,58.00,MED to VTK,,,F,NON,,,,,,GIA 6355590731,Clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-24C,G,PB,0.40,F,SI1,VG,EX,VG,N,N,6.26*4.28*2.46,GIA,6351539924,,1028.500,,,,57.60,63.00,STK to VTK,,,Faceted,NON,,,,,,GIA 6351539924,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-43C,G,PB,0.35,K,VS2,EX,EX,VG,M,BLUE,6.09*3.96*2.39,GIA,6345955879,,504.000,,,,60.20,58.00,THK to VTK,,,Faceted,NONE,,,,,,GIA 6345955879,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-37,G,RBC,1.04,F,I1,EX,VG,EX,S,N,6.47*6.43*4.04,GIA,5313829196,,2521.500,,,,62.60,57.00,,,,,,,16.00,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-89A,G,RBC,1.00,M,SI2,F,EX,VG,N,N,6.14*6.06*4.05,GIA,6351094462,,1337.000,,,,66.30,55.00,MED to VTK,,7.00,Faceted,NONE,,18.00,39.00,41.50,39.80,GIA 6351094462,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-6E,G,PB,0.50,L,VS2,EX,EX,VG,N,N,6.93*4.44*2.75,GIA,1355214671,,639.000,,,,62.00,60.00,STK to THK,,,Faceted,NONE,,,,,,GIA 1355214671,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
VA-20,G,RBC,1.01,G,SI2,G,EX,VG,N,N,6.14*6.19*4.10,GIA,2297391264,,2646.000,,,,66.50,58.00,,,,,,,17.00,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-10,G,RBC,1.00,H,SI2,VG,EX,VG,N,N,6.25*6.14*4.02,GIA,6342219457,,3087.250,,,,64.80,57.00,MED to THK,,,Faceted,,,16.50,,43.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-17A,G,RBC,0.70,M,SI2,EX,EX,VG,N,N,5.67*5.64*3.53,GIA,1357162097,,790.500,,,,62.50,59.00,MED to STK,,4.00,Faceted,NONE,,15.00,35.50,43.50,41.20,GIA 1357162097,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-147A,G,RBC,0.23,F,VVS1,EX,EX,EX,N,N,3.93*3.90*2.43,GIA,6355374243,,1653.300,,,,62.20,59.00,MED to STK,,4.00,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 6355374243,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-30A,G,OV,1.50,K,SI2,VG,VG,VG,M,N,8.83*6.22*4.01,IGI,432008605,,1768.000,,,,64.50,53.00,Medium To Very Thick (Faceted) ,,4.50,,Pointed,,20.50,42.50,39.50,37.40,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-2,G,OV,2.06,D,VS2,G,EX,EX,M,N,9.62*7.21*4.55,GIA,1358287513,,7902.500,,,,63.10,58.00,STK to THK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-66B,G,RBC,0.50,I,VS1,EX,EX,EX,F,N,5.08*5.04*3.14,GIA,7351516066,,1656.200,,,,62.00,61.00,STK,,4.50,Faceted,NON,,13.00,34.00,44.50,41.80,GIA 7351516066 ,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-70A,G,RBC,0.90,K,VS2,EX,EX,VG,N,N,6.16*6.11*3.85,GIA,6352077411,,2046.000,,,,62.60,56.00,MED to STK,,3.50,Faceted,VSM,,16.50,36.50,43.00,40.60,GIA 6352077411,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-85A,G,RBC,0.30,D,IF,EX,EX,EX,N,N,4.30*4.28*2.68,GIA,6351589297,,2777.400,,,,62.40,55.00,MED to STK,,3.00,Faceted,NON,,16.00,35.50,43.00,40.80,GIA 6351589297,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-168A,G,RBC,0.40,I,SI2,EX,EX,EX,S,BLUE,4.72*4.69*2.95,GIA,2357535100,,862.400,,,,62.70,54.00,MED to STK,,3.50,Faceted,NON,,16.50,36.00,43.00,40.60,GIA 2357535100,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-4E,G,PB,0.31,E,VS1,VG,EX,G,N,N,5.62*3.82*2.41,GIA,1355569771,,1037.000,,,,63.00,61.00,THN to THK,,,Faceted,NON,,,,,,GIA 1355569771 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-72B,G,PB,0.30,F,SI1,VG,EX,G,F,N,5.62*3.75*2.38,GIA,2358516087,,847.000,,,,63.40,61.00,THN to VTK,,,Faceted,NON,,,,,,GIA 2358516087 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-33A,G,OV,1.23,K,SI2,EX,EX,VG,F,N,8.33*6.16*3.65,GIA,6352029206,,1553.500,,,,59.30,58.00,VTN to THK,,,Faceted,NONE,,,,,,GIA 6352029206,"Additional twinning wisps, additional clouds, pinpoints, internal graining and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-54A,G,EM,0.70,F,SI2,VG,EX,VG,F,N,5.95*4.20*2.93,GIA,6355557226,,1344.000,,,,69.60,66.00,MED to THK,,,,NON,,,,,,GIA 6355557226 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-31A,G,RBC,1.00,G,I1,G,EX,VG,N,N,6.17*6.11*4.09,GIA,3355488828,,2242.500,,,,66.50,54.00,THN to THK,,5.50,Faceted,NON,,19.00,39.50,42.00,40.00,GIA 3355488828 ,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-50A,G,RBC,1.00,G,SI2,EX,EX,VG,F,N,6.47*6.49*3.94,IGI,425073428,,2360.400,,,,60.80,59.50,Medium (Faceted) ,,3.40,,Pointed,,13.00,32.90,44.50,41.70,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-19A,G,OV,1.00,I,SI1,G,VG,G,N,N,7.62*5.30*3.66,GIA,7343891862,,1911.000,,,,69.10,57.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 7343891862,Surface graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-125A,G,OV,0.90,K,SI2,EX,EX,VG,M,BLUE,7.12*5.46*3.52,GIA,6352528501,,1219.000,,,,64.40,59.00,MED to THK,,,Faceted,NON,,,,,,GIA 6352528501 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-375A,G,PB,0.33,G,IF,EX,VG,VG,N,N,6.27*3.99*2.26,GIA,6342827887,,1083.000,,,,56.60,62.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6342827887,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-43D,G,RBC,0.32,E,VVS2,EX,EX,EX,N,N,4.43*4.40*2.69,GIA,2356509539,,1728.000,,,,61.00,56.00,MED to STK,,3.50,Faceted,NON,,14.50,33.00,43.00,40.80,GIA 2356509539 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-23A,G,RBC,1.29,M,SI2,EX,EX,EX,F,N,7.07*7.03*4.26,GIA,5343953844,,1610.000,"M,FB",,,60.40,57.00,MED to STK,,3.50,Faceted,NONE,,14.00,33.00,43.00,40.80,GIA 5343953844,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-83D,G,OV,0.32,F,SI1,VG,EX,G,N,N,5.40*3.95*2.40,GIA,1355517578,,840.000,,,,60.80,54.00,MED to VTK,,,Faceted,NON,,,,,,GIA 1355517578 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-240A,G,EM,0.40,F,VS2,VG,EX,VG,S,BLUE,4.74*3.67*2.54,GIA,6352376973,,880.000,,,,69.20,71.00,THN to STK,,,,NON,,,,,,GIA 6352376973,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-61A,M,RBC,1.00,K,I1,EX,EX,VG,F,N,6.42*6.39*3.98,GIA,6352539485,,1950.250,,,,62.10,55.00,THN to STK,,3.50,Faceted,NON,,15.50,34.00,43.00,40.80,GIA 6352539485 ,Additional pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-9A,G,RBC,1.50,I,SI2,EX,EX,EX,F,N,7.28*7.32*4.56,IGI,432008610,,3233.000,,,,62.50,56.50,Medium (Faceted) ,,3.70,,Pointed,,16.00,35.80,43.00,40.80,,IDEAL CUT ROUND BRILLIANT,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-35A,G,RBC,1.19,M,SI2,EX,EX,EX,N,N,6.71*6.76*4.24,IGI,407914617,,1001.000,,,,62.90,56.00,Medium (Faceted) ,,3.60,Faceted,Pointed,,16.50,36.50,43.00,40.70,,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-3A,G,RBC,1.00,G,SI2,EX,EX,VG,N,N,6.30*6.36*4.01,IGI,400929855,,2184.000,,,,63.30,55.50,Slightly Thick (Faceted) ,,3.80,,Pointed,,16.50,36.40,43.00,41.00,,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-1A,G,RBC,2.00,K,SI2,EX,EX,EX,M,N,8.19*8.24*4.86,IGI,432008616,,2909.850,,,,59.10,60.50,Medium To Slightly Thick (Faceted) ,,3.40,,Pointed,,12.50,32.70,43.00,40.80,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-13C,G,RBC,0.55,M,VVS1,EX,EX,EX,N,N,5.31*5.28*3.22,GIA,5356569800,,977.400,,,,60.80,59.00,MED to STK,,3.50,Faceted,NON,,14.50,35.00,43.00,40.60,GIA 5356569800 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-40A,G,RBC,1.12,J,IF,EX,EX,EX,F,N,6.62*6.58*4.14,GIA,2357228367,,3248.250,,,,62.70,57.00,STK,,4.00,Faceted,NONE,,15.50,35.50,43.00,41.00,GIA 2357228367,Minor details of polish are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-10,G,RBC,1.00,E,SI2,VG,VG,VG,S,N,6.29*6.23*4.04,GIA,1349255658,,2557.500,,,,64.50,57.00,MED to THK,,,Faceted,,,16.00,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-79A,G,RBC,0.90,M,VS1,EX,EX,EX,N,N,6.13*6.09*3.88,GIA,5356158550,,1799.000,,,,63.50,56.00,MED to STK,,3.50,Faceted,NONE,,16.50,36.50,43.50,41.00,GIA 5356158550,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-17A,G,CU,1.60,E,SI1,EX,EX,EX,M,BLUE,7.25*6.74*4.65,GIA,6355453626,,3807.000,,,,68.90,62.00,STK to VTK,,,Faceted,NON,,,,,,GIA 6355453626,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-36B,G,PB,0.35,J,VS2,VG,EX,VG,F,N,5.93*3.99*2.53,GIA,2356097680,,540.000,,,,63.60,59.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 2356097680,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-275A,G,PB,0.40,G,VS2,EX,EX,VG,F,N,6.38*4.21*2.48,GIA,2347693373,,1152.350,,,,58.80,54.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 2347693373,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-81A,G,EM,1.00,I,SI2,G,EX,VG,M,BLUE,6.20*4.79*3.25,GIA,6352486333,,1672.000,,,,67.80,66.00,THK to VTK,,,,NON,,,,,,GIA 6352486333 ,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-1A,G,PB,1.03,H,SI2,EX,EX,VG,N,N,8.72*5.45*3.41,GIA,6341762654,,2096.250,,,,62.60,61.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 6341762654,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-24A,G,MQ,0.35,E,VS1,EX,EX,G,N,N,6.67*3.75*2.36,GIA,6342693686,,1105.000,,,,62.80,62.00,STK to THK,,,Faceted,NONE,,,,,,GIA 6342693686,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-102A,G,RBC,0.75,M,SI1,EX,EX,EX,N,N,5.87*5.84*3.55,GIA,1353233349,,969.000,,,,60.60,59.00,MED to STK,,4.00,Faceted,NONE,,14.00,34.50,42.50,40.60,GIA 1353233349,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
