Stock No,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Lab,Certificate Number,Price Per Carat,Rapnet  Discount,Depth,Table,GirdleThin,GirdleThick,GirdlePercent,GirdleCondition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Star Length,Lower Half,Laser Inscription,Key to symbols,City,State,Country,Shade,MeasLength,MeasWidth,MeasDepth,Ratio,Treatment,Black Inclusion,White Inclusion,Open Inclusion,Milky,Heart and Arrow,Eye Clean,Comment,Member Comment,Supplier Comment,Trade Show No,Pair Stock #,Diamond Image,Certificate Image,Video Link,H & A Image,Plotting Image
232-226A,G,OV,0.30,J,SI1,VG,VG,VG,N,N,4.93*3.88*2.34,,,,GIA,2357178904,515.250,-42.750,60.30,55.00,,,,Faceted,NONE,,,,,,,,GIA 2357178904,"Feather, Indented Natural",MUMBAI,,INDIA,White,4.93,3.88,2.34,0.79,,TABLE BLACK 0,NONE VISIBLE,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-54B,G,PB,0.30,J,SI2,VG,EX,G,N,N,5.68*3.73*2.36,,,,GIA,2357622448,456.000,-43.000,63.10,63.00,,,,Faceted,NON,,,,,,,,GIA 2357622448,"Feather, Cavity, Crystal",MUMBAI,,INDIA,BROWN,5.68,3.73,2.36,0.66,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-2,M,RBC,0.96,G,I1,VG,VG,VG,N,N,6.32*6.28*3.84,,,,GIA,6345252201,2231.680,-30.260,61.00,57.00,,,,,,,16.00,,41.50,,,,,"Twinning Wisp, Feather",MUMBAI,,INDIA,White,6.32,6.28,3.84,0.99,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-483A,G,OV,0.30,I,SI1,VG,VG,VG,S,BLUE,5.22*3.72*2.32,,,,GIA,2348955700,541.750,-50.750,62.30,61.00,,,,Faceted,NONE,,,,,,,,GIA 2348955700,"Crystal, Feather",MUMBAI,,INDIA,White,5.22,3.72,2.32,0.71,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 2,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-16A,G,HT,1.00,E,SI1,VG,EX,G,M,BLUE,6.17*7.05*4.08,,,,GIA,7351518364,2294.250,-59.750,57.90,63.00,,,,Faceted,NON,,,,,,,,GIA 7351518364 ,"Crystal, Indented Natural, Feather, Cavity, Natural",NEW YORK,,INDIA,White,6.17,7.05,4.08,1.14,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MEDIUM,Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-14A,G,OV,1.51,K,VS2,G,EX,VG,N,N,7.93*6.07*4.11,,,,GIA,1345477906,2698.000,-29.000,67.70,58.00,,,,Faceted,NONE,,,,,,,,GIA 1345477906,"Indented Natural, Natural",NEW YORK,,INDIA,BROWN,7.93,6.07,4.11,0.77,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,SURE,Clarity grade is based on clouds that are not shown. Internal graining is not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
3618-6,G,RBC,0.65,I,VS1,EX,EX,EX,N,,5.55*5.53*3.44,,,,GIA,3355743357,1960.000,-30.000,62.20,58.00,,,,Faceted,Pointed,,0.15,,0.44,,,,,,MUMBAI,,INDIA,BROWN,5.55,5.53,3.44,1.00,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-44A,G,MQ,0.30,F,SI2,VG,VG,G,N,N,7.29*3.53*1.99,,,,GIA,6342484680,705.250,-45.750,56.30,62.00,,,,Faceted,NONE,,,,,,,,GIA 6342484680,"Cavity, Feather",MUMBAI,,INDIA,White,7.29,3.53,1.99,0.48,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
211-203A,G,CU,1.40,,SI1,VG,EX,G,N,N,6.08*6.05*4.27,yellow,Fancy Intense,,GIA,6342543682,3170.000,58.500,70.60,63.00,,,,Faceted,NONE,,,,,,,,GIA 6342543682,"Feather, Crystal, Cavity, Indented Natural, Needle, Natural",NEW YORK,,INDIA,,6.08,6.05,4.27,1.00,,TABLE BLACK 2,WHITE TABLE 2,NONE VISIBLE,None,0,SURE,Clouds are not shown. Pinpoints are not shown.,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
240-15A,G,RBC,0.22,F,VS1,VG,EX,EX,N,N,3.85*3.84*2.41,,,,GIA,7358589207,1187.380,3.250,62.70,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,50,,GIA 7358589207,Crystal,MUMBAI,,INDIA,White,3.85,3.84,2.41,1.00,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
224-2A,G,RBC,1.80,E,VS2,EX,EX,EX,N,N,7.74*7.72*4.88,,,,GIA,5343808363,8389.500,-29.500,63.20,57.00,,,3.50,Faceted,NONE,,16.00,36.00,43.50,41.20,50,,GIA 5343808363,"Crystal, Feather, Cloud, Needle, Indented Natural",NEW YORK,,INDIA,White,7.74,7.72,4.88,1.00,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,Additional clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-127A,G,RBC,0.50,K,SI1,F,EX,VG,S,BLUE,4.81*4.75*3.27,,,,GIA,5356143738,836.000,-56.000,68.30,59.00,,,7.50,Faceted,NONE,,16.50,39.50,44.00,41.40,50,,GIA 5356143738,"Indented Natural, Crystal",HONG KONG,,INDIA,White,4.81,4.75,3.27,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
2986-15,G,RBC,0.51,M,SI2,EX,EX,EX,M,BLUE,5.12*5.07*3.20,,,,GIA,1353742916,767.000,-41.000,62.70,58.00,,,,Faceted,Pointed,,0.15,,0.44,,,,,,MUMBAI,,INDIA,BROWN,5.12,5.07,3.20,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
224-33B,G,HT,0.33,G,IF,EX,EX,G,M,BLUE,4.28*4.88*2.89,,,,GIA,5343693706,1154.250,-39.250,59.20,56.00,,,,Faceted,NONE,,,,,,,,GIA 5343693706,"Natural, Minor Details of Polish",MUMBAI,,INDIA,White,4.28,4.88,2.89,1.14,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-135A,G,RA,0.67,M,VVS1,EX,EX,VG,N,N,4.96*4.56*3.15,,,,GIA,5343637133,537.000,-55.250,69.10,67.00,,,,Faceted,NONE,,,,,,,,GIA 5343637133,Feather,MUMBAI,,INDIA,White,4.96,4.56,3.15,0.92,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSSRD-6,G,RBC,1.00,D,SI2,VG,EX,VG,N,,6.51*6.41*3.82,,,,IGI,432026627,3185.000,-51.000,59.00,62.00,,,,0,0,,12.00,31.80,42.50,40.50,,,,,MUMBAI,,INDIA,White,6.51,6.41,3.82,0.98,,TABLE BLACK 1 ,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
9238-31,G,RBC,0.70,H,SI2,VG,VG,G,S,BLUE,5.64*5.53*3.56,,,,GIA,7351742824,1595.000,-45.000,63.80,58.00,,,,Faceted,0,,0.14,,0.45,,,,,,MUMBAI,,INDIA,,5.64,5.53,3.56,0.98,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-072019,G,RBC,1.53,F,I1,EX,EX,EX,M,BLUE,7.37*7.34*4.58,,,,GIA,6355745130,3430.000,-30.000,62.30,57.00,,,,Faceted,0,,0.16,,0.43,,,,,,MUMBAI,,INDIA,White,7.37,7.34,4.58,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
205-3B,G,PB,2.02,,I1,EX,VG,G,S,BLUE,10.85*6.90*4.22,yellow,FANCY, Grayish-Greenish,GIA,6332880275,2871.000,30.500,61.10,57.00,,,,Faceted,NONE,,,,,,,,GIA 6332880275,"Feather, Cloud, Indented Natural",MUMBAI,,INDIA,White,10.85,6.90,4.22,0.64,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-17A,G,RBC,1.20,G,SI2,EX,EX,EX,N,N,6.78*6.83*4.19,,,,IGI,407973572,3150.000,-43.750,61.50,60.00,,,4.10,,Pointed,,13.00,33.60,44.00,41.50,,,,,MUMBAI,,INDIA,White,6.78,6.83,4.19,1.01,,NONE VISIBLE,WHITE TABLE 2,NONE VISIBLE,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
226-6A,G,PB,2.01,J,VVS2,EX,EX,VG,N,N,10.94*7.18*4.29,,,,GIA,1347790457,4840.750,-27.750,59.80,63.00,,,,Faceted,NONE,,,,,,,,GIA 1347790457,"Feather, Indented Natural",NEW YORK,,INDIA,,10.94,7.18,4.29,0.66,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-072022,G,RBC,1.00,F,I1,EX,EX,EX,N,,6.38*6.35*4.00,,,,GIA,6355740537,2952.000,-28.000,62.80,56.00,,,,Faceted,0,,0.16,,0.43,,,,,,MUMBAI,,INDIA,White,6.38,6.35,4.00,1.00,,TABLE BLACK 1 ,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-27B,G,RBC,0.50,G,I1,VG,VG,VG,M,BLUE,5.03*4.98*3.14,,,,GIA,7353622544,1084.500,-39.750,62.60,60.00,,,5.50,Faceted,NON,,14.00,35.50,43.00,41.00,50,,GIA 7353622544,Crystal,MUMBAI,,INDIA,White,5.03,4.98,3.14,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-135A,G,MQ,0.35,F,VS1,EX,EX,VG,S,BLUE,6.97*3.65*2.25,,,,GIA,6351120592,916.000,-42.750,61.60,58.00,,,,Faceted,NONE,,,,,,,,GIA 6351120592,"Crystal, Indented Natural, Pinpoint, Needle",MUMBAI,,INDIA,White,6.97,3.65,2.25,0.52,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-84A,G,OV,0.35,F,IF,VG,EX,G,N,N,5.69*4.07*2.32,,,,GIA,6345294082,1135.000,-43.250,57.10,58.00,,,,Faceted,NONE,,,,,,,,GIA 6345294082,"Surface Graining, Minor Details of Polish",MUMBAI,,INDIA,White,5.69,4.07,2.32,0.72,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD121935,G,RBC,1.00,F,SI2,EX,EX,VG,N,,6.39*6.32*3.97,,,,GIA,2356703699,3115.200,-47.200,62.50,57.00,,,,Faceted,0,,0.16,,0.43,,,,,,MUMBAI,,INDIA,White,6.39,6.32,3.97,0.99,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-26D,G,PB,0.70,G,VS1,VG,EX,VG,F,N,7.69*4.90*3.13,,,,GIA,6351242643,2042.500,-46.250,64.00,63.00,,,,Faceted,NONE,,,,,,,,GIA 6351242643,"Feather, Needle, Pinpoint",NEW YORK,,INDIA,,7.69,4.90,3.13,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-96A,G,RBC,1.00,M,SI2,VG,EX,VG,N,N,6.25*6.18*4.00,,,,GIA,6352137871,1435.000,-48.750,64.30,55.00,,,5.50,Faceted,NONE,,16.50,36.50,42.00,40.00,50,,GIA 6352137871,"Feather, Cavity, Natural, Extra Facet",NEW YORK,,INDIA,White,6.25,6.18,4.00,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-385A,G,MQ,0.30,I,VS1,EX,VG,VG,N,N,7.27*3.52*2.07,,,,GIA,3345863059,637.800,-46.850,58.90,54.00,,,,Faceted,NONE,,,,,,,,GIA 3345863059,"Indented Natural, Pinpoint",MUMBAI,,INDIA,White,7.27,3.52,2.07,0.48,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
214-142A,G,OV,0.96,M,SI2,VG,VG,G,N,N,7.61*5.67*3.47,,,,GIA,1343512509,608.000,-62.000,61.20,58.00,,,,Faceted,NONE,,,,,,,,GIA 1343512509,"Crystal, Twinning Wisp, Feather, Cavity, Indented Natural, Needle, Extra Facet",NEW YORK,,INDIA,White,7.61,5.67,3.47,0.75,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 1,None,0,EYE CLEAN YES,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD121932,G,RBC,1.00,F,I1,VG,VG,G,F,,6.30*6.23*3.99,,,,GIA,1357703904,2378.000,-42.000,63.70,57.00,,,,Faceted,0,,0.17,,0.42,,,,,,MUMBAI,,INDIA,White,6.30,6.23,3.99,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
240-432A,G,RBC,0.21,H,VVS2,EX,EX,EX,F,N,3.80*3.79*2.39,,,,GIA,7352629978,1443.550,23.380,62.90,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,45,,GIA 7352629978,"Needle, Pinpoint, Cloud",MUMBAI,,INDIA,White,3.80,3.79,2.39,1.00,,NONE VISIBLE,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-125C,G,RBC,0.40,K,I1,VG,EX,G,S,BLUE,4.75*4.70*2.82,,,,GIA,6352569843,549.000,-39.000,59.70,66.00,,,5.50,Faceted,NON,,10.50,31.50,43.50,41.20,55,,GIA 6352569843,Feather,MUMBAI,,INDIA,BROWN,4.75,4.70,2.82,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-126A,G,RBC,1.26,M,SI1,EX,EX,EX,M,BLUE,6.94*6.90*4.24,,,,GIA,6341743350,1559.680,-51.260,61.30,60.00,,,4.00,Faceted,NONE,,14.00,35.00,43.50,41.00,50,,GIA 6341743350,"Feather, Crystal, Cloud",MUMBAI,,INDIA,White,6.94,6.90,4.24,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,Pinpoints are not shown.,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1-MC,G,RBC,2.01,I,I1,EX,EX,EX,M,N,8.10*8.03*5.03,,,,IGI,400911924,2990.000,-42.500,62.40,59.00,,,,Faceted,,,13.50,33.40,44.50,41.80,,,,,NEW YORK,,INDIA,BROWN,8.10,8.03,5.03,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,LIGHT,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-108A,G,RBC,0.71,M,SI2,EX,EX,EX,F,N,5.72*5.68*3.54,,,,GIA,5356158936,1007.250,-40.750,62.10,57.00,,,3.50,Faceted,NONE,,15.50,36.50,43.00,40.80,50,,GIA 5356158936,Feather,NEW YORK,,INDIA,White,5.72,5.68,3.54,0.99,,NONE VISIBLE,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-488A,G,RBC,0.43,M,VS2,EX,EX,EX,N,N,4.85*4.83*3.01,,,,GIA,1355098054,607.440,-49.380,62.20,58.00,,,3.50,Faceted,NONE,,15.00,35.00,44.00,41.40,50,,GIA 1355098054,"Cloud, Crystal, Knot",MUMBAI,,INDIA,White,4.85,4.83,3.01,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
211-203C,G,CU,0.61,,SI2,EX,EX,G,N,N,5.02*4.55*3.08,yellow,fancy,,GIA,5346506651,798.210,-11.310,67.70,55.00,,,,Faceted,NONE,,,,,,,,GIA 5346506651,"Feather, Pinpoint, Natural",MUMBAI,,INDIA,White,5.02,4.55,3.08,0.91,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSRD-3,G,RBC,1.20,E,SI2,EX,EX,EX,N,,6.80*6.78*4.24,,,,IGI,432026634,3534.000,-43.000,62.30,56.00,,,,0,Pointed,,16.00,36.40,43.00,40.70,,,,,MUMBAI,,INDIA,White,6.80,6.78,4.24,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
236-63A,G,RBC,0.46,D,VVS2,EX,EX,EX,N,N,4.93*4.90*3.08,,,,GIA,2357214682,2272.000,-29.000,62.70,58.00,,,4.00,Faceted,NONE,,14.50,34.50,44.50,41.60,50,,GIA 2357214682,"Pinpoint, Feather, Indented Natural, Internal Graining",MUMBAI,,INDIA,White,4.93,4.90,3.08,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-123A,G,OV,1.00,H,SI2,VG,G,VG,N,N,7.33*5.65*3.64,,,,IGI,425073421,1720.000,-60.000,64.40,57.50,,,5.60,,Pointed,,16.50,39.80,42.00,39.80,,,,,NEW YORK,,INDIA,White,7.33,5.65,3.64,0.77,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-98A,G,RBC,0.50,K,SI2,EX,EX,EX,N,N,5.09*5.06*3.19,,,,GIA,3355013967,868.500,-51.750,62.80,58.00,,,4.00,Faceted,NONE,,14.50,34.00,44.50,41.80,50,,GIA 3355013967,"Crystal, Feather, Cloud",HONG KONG,,INDIA,BROWN,5.09,5.06,3.19,0.99,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-11B,G,PB,0.30,D,VVS2,EX,EX,VG,N,N,5.89*3.76*2.35,,,,GIA,2356602922,1349.250,-35.750,62.40,59.00,,,,Faceted,NON,,,,,,,,GIA 2356602922,Pinpoint,MUMBAI,,INDIA,White,5.89,3.76,2.35,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-96A,G,MQ,0.30,F,VS1,EX,EX,EX,N,N,6.42*3.67*2.26,,,,GIA,6352001082,1080.000,-32.500,61.60,55.00,,,,Faceted,NONE,,,,,,,,GIA 6352001082,"Cavity, Feather, Pinpoint",MUMBAI,,INDIA,White,6.42,3.67,2.26,0.57,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-55A,G,OV,0.50,J,SI2,G,EX,VG,F,N,6.10*4.23*2.82,,,,GIA,7358143590,855.000,-43.000,66.70,54.00,,,,Faceted,NONE,,,,,,,,GIA 7358143590,Feather,MUMBAI,,INDIA,,6.10,4.23,2.82,0.69,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-112A,G,PR,1.00,G,SI2,VG,VG,VG,N,N,5.33*5.15*4.12,,,,IGI,425073447,1530.000,-66.000,80.00,65.00,,,3.10,,Pointed,,20.00,51.00,57.50,38.80,,,,,NEW YORK,,INDIA,White,5.33,5.15,4.12,0.97,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
3775-10,G,RBC,0.50,I,I1,VG,EX,EX,S,BLUE,4.99*4.97*3.14,,,,GIA,6355743005,1050.000,-30.000,63.00,58.00,,,,Faceted,0,,0.16,,0.42,,,,,,MUMBAI,,INDIA,White,4.99,4.97,3.14,1.00,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-48A,G,MQ,0.36,K,SI2,EX,EX,VG,N,N,7.62*3.77*2.18,,,,GIA,6352123018,397.250,-43.250,57.80,56.00,,,,Faceted,NONE,,,,,,,,GIA 6352123018,Feather,MUMBAI,,INDIA,BROWN,7.62,3.77,2.18,0.49,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-489A,G,RBC,0.50,M,VVS2,EX,EX,EX,N,N,5.06*5.03*3.18,,,,GIA,6355143437,794.750,-53.250,63.00,55.00,,,3.50,Faceted,NONE,,16.50,36.50,43.00,40.60,50,,GIA 6355143437,Feather,MUMBAI,,INDIA,White,5.06,5.03,3.18,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-18,G,RBC,1.20,H,SI2,EX,EX,EX,N,N,6.80*6.77*4.21,,,,IGI,400911923,2610.250,-50.750,62.00,58.00,,,,Faceted,,,13.50,32.80,44.00,41.60,,,,,MUMBAI,,INDIA,White,6.80,6.77,4.21,1.00,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
