Stock Num,Availability,Lab,Certificate Num,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Price Per Cts,Total Price,Shade,Milky,Eye Clean,Black in Center,Black in Side,White in Center,White in Side,Open in Table,Open in Crown,Open in Pavilion,HA,Type 2A,Measurements,Width,Length,Depth,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,ImageName1,ImageName2,ImageName3,VideoLink,Diamond Url,Key to symbols,City,State,Country,Star Length,Lower Half,Color Description,Lab Location,Origin,Report Type,Report Issue Date,RapLab Report ID,Treatment,Full Shape Description
216-1789A,G,GIA,6342677105,RBC,0.21,F,VVS1,EX,EX,EX,N,N,1300.000,273.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,3.80*3.78*2.35,3.78,3.80,2.35,,,,62.00,58.00,,,4.00,Faceted,NON,,14.50,35.00,43.50,41.20,GIA 6342677105,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Manufacturing Remnant,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-91A,G,GIA,6342719396,OV,0.50,F,VVS1,EX,EX,VG,N,N,1624.000,812.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.95*4.50*2.78,4.50,5.95,2.78,,,,61.80,56.00,,,,Faceted,NON,,,,,,GIA 6342719396,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
222-163A,G,GIA,7341752557,RBC,0.40,K,VS2,VG,EX,VG,M,B,735.000,294.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.63*4.58*2.97,4.58,4.63,2.97,,,,64.50,57.00,,,5.50,Faceted,NON,,15.00,35.50,43.50,41.20,GIA 7341752557,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
221-493A,G,GIA,6355097353,RBC,0.34,M,VVS1,EX,EX,EX,F,N,714.000,242.760,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.44*4.42*2.78,4.42,4.44,2.78,,,,62.60,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 6355097353,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
220-172A,G,GIA,7341706684,PB,0.42,J,VS2,EX,EX,VG,F,N,858.000,360.360,White,None,,BC0,BT1,WC1,WT1,TO0,NV,PO0,,,6.39*4.25*2.56,4.25,6.39,2.56,,,,60.20,63.00,,,,Faceted,NON,,,,,,GIA 7341706684,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-5A,G,GIA,2347939925,RBC,1.02,G,SI1,EX,EX,EX,N,N,3933.000,4011.660,White,None,,BC0,BT1,WC1,WT1,TO0,NV,PO1,,,6.51*6.48*3.96,6.48,6.51,3.96,,,,60.90,57.00,,,3.50,Faceted,NON,,14.00,33.50,43.50,41.00,GIA 2347939925,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Feather, Crystal, Needle",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
215-44A,G,GIA,6342484680,MQ,0.30,F,SI2,VG,VG,G,N,N,702.000,210.600,White,None,,BC0,NV,WC2,WT1,TO0,CO1,PO1,,,7.29*3.53*1.99,3.53,7.29,1.99,,,,56.30,62.00,,,,Faceted,NON,,,,,,GIA 6342484680,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cavity, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
229-201A,G,GIA,6351231521,HT,0.30,F,SI2,VG,EX,VG,N,N,767.000,230.100,White,None,,BC0,NV,WC1,NV,TO0,CO1,NV,,,3.93*4.64*2.74,4.64,3.93,2.74,,,,59.10,63.00,,,,Faceted,NON,,,,,,GIA 6351231521,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
228-213A,G,GIA,6341955175,RBC,0.30,K,VS1,EX,EX,VG,S,B,714.000,214.200,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO1,,,4.28*4.22*2.68,4.22,4.28,2.68,,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 6341955175,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
211-203A,G,GIA,6342543682,CU,1.40,M,SI1,VG,EX,G,N,N,3580.000,5012.000,,,,,,,,,,,,,6.08*6.05*4.27,6.05,6.08,4.27,yellow,,,70.60,63.00,,,,Faceted,NON,,,,,,GIA 6342543682,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cavity, Indented Natural, Needle, Natural",MUMBAI,,INDIA,,,"[*], Fancy Intense Yellow, Natural Even",INDIA,,,,,,
227-14A,G,GIA,2348787561,RBC,1.04,H,SI1,EX,EX,EX,F,N,3591.000,3734.640,Brown,None,,NV,BT1,NV,WT1,TO0,CO0,PO0,,,6.53*6.50*3.97,6.50,6.53,3.97,,,,61.00,61.00,,,4.00,Faceted,NON,,13.00,34.50,44.00,41.40,GIA 2348787561,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather, Needle, Natural",MUMBAI,,INDIA,55,80,,INDIA,,,,,,
235-63A,G,GIA,6352067274,EM,0.96,G,VS2,VG,EX,VG,S,B,1880.000,1804.800,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,6.09*4.69*3.35,4.69,6.09,3.35,,,,71.50,67.00,,,,Faceted,NON,,,,,,GIA 6352067274,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Needle, Indented Natural, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
228-148A,G,GIA,6341910603,RBC,0.36,I,VVS2,EX,EX,EX,N,N,1083.000,389.880,Other,None,,BC0,NV,WC0,WT0,TO0,CO0,PO0,,,4.54*4.51*2.85,4.51,4.54,2.85,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6341910603,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Internal Graining",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-381A,G,GIA,6342752435,PB,0.50,F,SI2,VG,EX,VG,F,N,1220.000,610.000,White,None,,BC1,BT1,WC1,WT1,TO0,CO1,PO1,,,6.59*4.50*2.70,4.50,6.59,2.70,,,,60.10,62.00,,,,Faceted,NON,,,,,,GIA 6342752435,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-409A,G,GIA,6345738011,RBC,0.41,K,VVS1,EX,EX,EX,F,N,1008.000,413.280,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.76*4.73*2.97,4.73,4.76,2.97,,,,62.70,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.60,GIA 6345738011,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,45,75,,INDIA,,,,,,
224-2A,G,GIA,5343808363,RBC,1.80,E,VS2,EX,EX,EX,N,N,8806.000,15850.800,White,None,,BC0,BT1,WC0,WT0,TO0,CO0,PO0,,,7.74*7.72*4.88,7.72,7.74,4.88,,,,63.20,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 5343808363,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Cloud, Needle, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
233-6A,G,GIA,2346723386,OV,1.20,F,VS2,G,EX,VG,N,N,4154.000,4984.800,,,,,,,,,,,,,7.60*5.56*3.84,5.56,7.60,3.84,,,,69.20,56.00,,,,Faceted,NON,,,,,,GIA 2346723386,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Indented Natural, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-228A,G,GIA,6341719723,PB,0.42,F,VVS2,EX,EX,VG,N,N,1386.000,582.120,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,6.26*4.24*2.63,4.24,6.26,2.63,,,,62.10,61.00,,,,Faceted,NON,,,,,,GIA 6341719723,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Needle, Indented Natural, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
226-17A,G,GIA,2347873977,PB,1.70,J,SI2,EX,EX,VG,VS,B,2881.000,4897.700,White,None,,BC1,BT1,WC2,WT1,TO0,CO3,PO2,,,10.10*6.78*4.15,6.78,10.10,4.15,,,,61.10,59.00,,,,Faceted,NON,,,,,,GIA 2347873977,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cavity, Needle, Indented Natural, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
241-92A,G,GIA,6352143578,RBC,0.50,M,VVS2,EX,EX,EX,N,N,1071.000,535.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.15*5.12*3.12,5.12,5.15,3.12,,,,60.70,60.00,,,3.50,Faceted,NON,,13.00,32.50,44.00,41.60,GIA 6352143578,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Needle, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
220-56A,G,GIA,2347765919,RBC,0.25,H,VVS1,EX,EX,EX,N,N,1242.000,310.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.08*4.05*2.54,4.05,4.08,2.54,,,,62.40,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 2347765919,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
227-88A,G,GIA,6341863064,PB,0.41,E,SI1,EX,EX,VG,N,N,1242.000,509.220,White,None,,NV,NV,NV,WT1,TO0,CO0,PO0,,,6.86*4.19*2.40,4.19,6.86,2.40,,,,57.20,63.00,,,,Faceted,NON,,,,,,GIA 6341863064,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
235-88A,G,GIA,7353067255,OV,1.01,M,SI2,G,VG,VG,S,B,855.000,863.550,White,None,,BC1,BT0,WC1,WT1,TO0,CO2,PO2,,,7.13*5.49*3.82,5.49,7.13,3.82,,,,69.60,56.00,,,,Faceted,NON,,,,,,GIA 7353067255,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Indented Natural, Needle, Etch Channel, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
226-3A,G,GIA,1345874188,PB,1.20,H,SI1,EX,EX,EX,N,N,3312.000,3974.400,,,,,,,,,,,,,9.02*5.93*3.72,5.93,9.02,3.72,,,,62.70,60.00,,,,Faceted,NON,,,,,,GIA 1345874188,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
231-62A,G,GIA,6352085487,RBC,0.30,J,SI1,G,EX,VG,F,N,700.000,210.000,White,None,,BC0,NV,WC1,WT1,TO0,CO0,PO1,,,4.15*4.11*2.72,4.11,4.15,2.72,,,,65.80,57.00,,,6.00,Faceted,NON,,17.00,38.00,43.00,40.80,GIA 6352085487,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cavity, Feather, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
219-88A,G,GIA,2347484657,OV,0.51,I,VS1,EX,EX,VG,N,N,1120.000,571.200,White,None,,BC0,BT1,WC1,WT0,TO0,CO0,PO0,,,6.26*4.57*2.72,4.57,6.26,2.72,,,,59.60,57.00,,,,Faceted,NON,,,,,,GIA 2347484657,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-336A,G,GIA,1348753164,RBC,0.30,K,VVS1,EX,EX,EX,F,N,800.000,240.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.36*4.33*2.62,4.33,4.36,2.62,,,,60.40,61.00,,,4.00,Faceted,NON,,12.50,33.00,44.00,41.40,GIA 1348753164,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-393A,G,GIA,1349851656,RBC,0.30,K,SI1,EX,EX,EX,N,N,756.000,226.800,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,4.38*4.35*2.63,4.35,4.38,2.63,,,,60.30,59.00,,,3.50,Faceted,NON,,13.50,33.00,43.50,41.00,GIA 1349851656,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
235-120A,G,GIA,6352163487,RBC,0.40,J,SI1,EX,EX,EX,F,N,944.000,377.600,Brown,None,,BC0,BT0,WC1,WT0,TO0,NV,PO0,,,4.73*4.70*2.96,4.70,4.73,2.96,,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6352163487,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
231-144A,G,GIA,2354119169,RBC,0.35,J,VS1,EX,EX,EX,N,N,1072.000,375.200,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,NV,,,4.52*4.51*2.78,4.51,4.52,2.78,,,,61.70,60.00,,,4.00,Faceted,NON,,14.00,35.50,43.50,41.00,GIA 2354119169,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Pinpoint",MUMBAI,,INDIA,45,80,,INDIA,,,,,,
229-100A,G,GIA,7348977004,PR,0.30,J,VS1,VG,VG,G,F,N,560.000,168.000,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,3.61*3.60*2.66,3.60,3.61,2.66,,,,73.80,74.00,,,,Faceted,NON,,,,,,GIA 7348977004,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-84A,G,GIA,1343852662,RBC,0.70,H,SI1,EX,EX,VG,N,N,1855.000,1298.500,Other,None,,BC1,BT1,WC1,WT1,TO0,CO1,PO2,,,5.74*5.71*3.47,5.71,5.74,3.47,,,,60.60,61.00,,,4.00,Faceted,NON,,12.50,32.50,43.50,41.20,GIA 1343852662,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-301A,G,GIA,5346752251,RBC,0.31,K,VVS2,EX,EX,EX,F,N,750.000,232.500,White,None,,BC0,BT0,WC0,WT2,TO0,NV,PO0,,,4.33*4.32*2.67,4.32,4.33,2.67,,,,61.60,59.00,,,3.50,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 5346752251,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-36B,G,GIA,2356097680,PB,0.35,J,VS2,VG,EX,VG,F,N,600.000,210.000,Other,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO1,,,5.93*3.99*2.53,3.99,5.93,2.53,,,,63.60,59.00,,,,Faceted,NON,,,,,,GIA 2356097680,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
221-377A,G,GIA,2347752912,OV,0.50,I,SI1,G,EX,G,M,B,990.000,495.000,White,None,,BC0,BT0,WC1,WT1,TO0,CO2,PO2,,,6.33*4.16*2.73,4.16,6.33,2.73,,,,65.70,59.00,,,,Faceted,NON,,,,,,GIA 2347752912,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
220-99A,G,GIA,2346753080,OV,0.40,G,VS2,VG,EX,G,N,N,1159.000,463.600,White,None,,NV,BT1,NV,WT0,TO0,CO1,PO2,,,5.83*4.16*2.44,4.16,5.83,2.44,,,,58.70,57.00,,,,Faceted,NON,,,,,,GIA 2346753080,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
241-85A,G,GIA,3355094331,RBC,1.02,M,SI1,EX,EX,EX,N,N,1632.000,1664.640,White,None,,BC1,BT1,WC1,WT0,TO0,CO0,PO0,,,6.51*6.48*3.91,6.48,6.51,3.91,,,,60.20,59.00,,,3.50,Faceted,NON,,13.50,34.00,43.00,40.60,GIA 3355094331,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Cloud, Needle, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
214-1A,G,GIA,6341762654,PB,1.03,H,SI2,EX,EX,VG,N,N,2322.000,2391.660,,,,,,,,,,,,,8.72*5.45*3.41,5.45,8.72,3.41,,,,62.60,61.00,,,,Faceted,NON,,,,,,GIA 6341762654,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather, Crystal, Needle, Indented Natural, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
232-54A,G,GIA,5356258740,RBC,0.31,F,SI1,EX,EX,EX,N,N,1062.000,329.220,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.32*4.30*2.70,4.30,4.32,2.70,,,,62.50,57.00,,,4.00,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 5356258740,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
231-140A,G,GIA,6355068204,RBC,0.35,G,VS1,EX,EX,EX,N,N,1380.000,483.000,White,None,,BC0,NV,WC1,WT1,TO0,CO1,NV,,,4.52*4.49*2.81,4.49,4.52,2.81,,,,62.50,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6355068204,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Feather, Needle, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-294A,G,GIA,6342890325,RBC,0.30,I,SI2,EX,EX,EX,N,N,756.000,226.800,White,None,,BC0,BT2,WC0,WT2,TO0,CO0,PO0,,,4.31*4.29*2.69,4.29,4.31,2.69,,,,62.70,58.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.60,GIA 6342890325,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,45,80,,INDIA,,,,,,
227-46A,G,GIA,6345828392,RBC,0.80,G,VS2,VG,EX,VG,N,N,2580.000,2064.000,Other,None,,BC0,BT0,WC1,WT1,TO0,CO1,PO0,,,5.85*5.81*3.69,5.81,5.85,3.69,,,,63.20,58.00,,,4.50,Faceted,NON,,16.00,37.50,42.50,40.40,GIA 6345828392,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cavity, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-154A,G,GIA,2347783231,PR,0.50,D,SI1,VG,VG,VG,N,N,1175.000,587.500,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.33*4.30*3.29,4.30,4.33,3.29,,,,76.60,73.00,,,,Faceted,NON,,,,,,GIA 2347783231,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
221-335A,G,GIA,7343766055,RBC,0.40,J,SI2,EX,EX,EX,F,N,930.000,372.000,White,None,,BC0,BT0,WC2,WT1,TO0,CO0,NV,,,4.71*4.68*2.95,4.68,4.71,2.95,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7343766055,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
203-4A,G,IGI,380997178,OV,10.01,K,VS2,,G,G,M,N,7800.000,78078.000,,,,,,,,,,,,,16.19*10.93*7.48,10.93,16.19,7.48,,,,54.00,68.40,,,,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,,INDIA,,,,,,
225-143A,G,GIA,6351176002,RBC,0.50,K,SI2,EX,VG,EX,F,N,882.000,441.000,Brown,None,,BC2,BT1,WC2,WT1,TO0,CO0,PO0,,,5.18*5.17*3.09,5.17,5.18,3.09,,,,59.60,60.00,,,3.50,Faceted,NON,,13.00,33.50,43.00,40.80,GIA 6351176002,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
211-216A,G,IGI,407901077,OV,1.07,J,SI2,VG,VG,,N,N,1184.000,1266.880,White,None,,BC2,BT2,WC1,WT1,TO0,CO1,PO2,,,7.97*5.71*3.58,5.71,7.97,3.58,,,,62.70,60.00,,,3.80,Faceted,Pointed,,15.00,39.50,44.00,40.00,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,J,INDIA,,,,,,
241-17A,G,GIA,1357162097,RBC,0.70,M,SI2,EX,EX,VG,N,N,884.000,618.800,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO2,,,5.67*5.64*3.53,5.64,5.67,3.53,,,,62.50,59.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.20,GIA 1357162097,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
227-103A,G,GIA,2347820535,OV,0.81,H,VVS1,EX,EX,VG,N,N,2331.000,1888.110,Other,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,7.20*5.36*3.12,5.36,7.20,3.12,,,,58.30,64.00,,,,Faceted,NON,,,,,,GIA 2347820535,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,,,,INDIA,,,,,,
234-70A,G,GIA,1345685600,PR,0.34,I,VS1,G,EX,VG,N,N,792.000,269.280,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,3.79*3.62*2.85,3.62,3.79,2.85,,,,78.70,72.00,,,,Faceted,NON,,,,,,GIA 1345685600,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Cloud,MUMBAI,,INDIA,,,,INDIA,,,,,,
230-1974A,G,GIA,7342942479,RBC,0.19,G,VS1,EX,EX,EX,N,N,969.000,184.110,Brown,None,,BC0,BT1,WC0,WT0,TO0,CO0,PO0,,,3.66*3.64*2.31,3.64,3.66,2.31,,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 7342942479,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,45,80,,INDIA,,,,,,
241-46B,G,GIA,6352258974,PR,0.40,J,SI1,G,VG,G,N,N,672.000,268.800,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,4.30*4.07*2.84,4.07,4.30,2.84,,,,69.60,74.00,,,,Faceted,NON,,,,,,GIA 6352258974,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
