Stock #,Availability,Shape,Weight,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Measurements Length,Measurements Width,Measurements Depth,Lab,Certificate ID,Treatment,Price Per Carat,Discount,Depth,Table,Girdle Thin,Girdle Thick,Girdle,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Milky Inclusions,Black Inclusions,White Inclusions,Open Inclusions,Center Inclusions,Pavilion Angle,Laser Inscription,Member Comments,Supplier Comments,Country,State,City,Parcel Stones,CertificateLink,Certificate Comment,Diamond Image,Diamond Video,Is Matched Pair Separable,Pair Stock #,Eye Clean,Shade,Brand,Type2A,Type2ALink,Trade Show,ReportType,reportIssueDate,reportIssueLocation,diamondJourney,cashDiscount%,Star Length,Lower Half,Heart and Arrow,H & A Image,Plotting Image
243-5A,G,OV,1.20,L,,,,SI1,EX,EX,VG,N,N,8.47*5.98*3.57,8.47,5.98,3.57,GIA,5356288233,,1464.000,39.000,59.70,62.00,THN to THK,,,Faceted,NON,,,,,NONE,BT1,WT1,TO0,CO0,,GIA 5356288233,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/243-5A/still.jpg,https://srd.world/vision360/vision360.html?d=243-5A&s=0,,,SURE,BROWN 1,,,,,,,,,,,,NEW YORK,,
222-300A,G,RBC,0.50,M,,,,VS1,VG,EX,VG,N,N,4.96*4.90*3.16,4.96,4.90,3.16,GIA,2356143468,,592.000,63.000,64.00,57.00,STK to THK,,5.00,Faceted,VSM,,17.50,38.50,41.50,NONE,BT1,WT1,TO0,NV,39.80,GIA 2356143468,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
246-87A,G,OV,1.00,L,,,,SI2,VG,VG,VG,F,N,7.56*5.63*3.52,7.56,5.63,3.52,IGI,432029816,,1239.700,46.100,62.50,56.50,Slightly Thick To Thick (Faceted) ,,5.60,,Pointed,,16.50,40.10,40.50,NONE,BT1,WT2,TO1,CO0,38.30,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-87A/still.jpg,https://srd.world/vision360/vision360.html?d=246-87A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
214-54A,G,RBC,1.00,G,,,,SI2,G,EX,VG,M,N,6.21*6.25*4.02,6.21,6.25,4.02,IGI,407973586,,1750.000,68.750,64.50,57.00,Slightly Thick To Thick (Faceted) ,,5.10,Faceted,Pointed,,17.00,38.50,42.00,NONE,BT2,WT1,TO0,CO1,40.30,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/214-54A/still.jpg,https://srd.world/vision360/vision360.html?d=214-54A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
245-101A,G,RBC,0.50,E,,,,I1,EX,EX,VG,F,N,5.10*5.04*3.19,5.10,5.04,3.19,GIA,2356623344,,1220.000,39.000,62.90,55.00,MED to STK,,3.00,Faceted,NON,,16.50,36.00,43.50,NONE,BT0,WT1,TO0,CO2,41.20,GIA 2356623344,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-101A/still.jpg,https://srd.world/vision360/vision360.html?d=245-101A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,75,NEW YORK,,
224-14A,G,PB,1.51,I,,,,SI2,EX,EX,VG,N,N,9.80*6.51*3.97,9.80,6.51,3.97,GIA,1349897940,,3365.500,36.500,60.90,61.00,THN to THK,,,Faceted,NONE,,,,,NONE,NV,WT1,TO0,CO1,,GIA 1349897940,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/224-14A/still.jpg,https://srd.world/vision360/vision360.html?d=224-14A&s=0,,,EYE CLEAN NO,BROWN 1,,,,,,,,,,,,,,
225-100B,G,MQ,0.50,K,,,,VVS2,G,EX,VG,N,N,7.96*4.20*2.35,7.96,4.20,2.35,GIA,7351014210,,645.000,57.000,55.90,62.00,THK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 7351014210,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-100B/still.jpg,https://srd.world/vision360/vision360.html?d=225-100B&s=0,,,EYE CLEAN YES,BROWN 2,,,,,,,,,,,,,,
218-168A,G,MQ,0.46,I,,,,VS1,EX,EX,VG,N,N,7.28*4.05*2.59,7.28,4.05,2.59,GIA,5346461977,,952.000,40.500,64.10,53.00,THK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5346461977,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/218-168A/still.jpg,https://srd.world/vision360/vision360.html?d=218-168A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
244-36B,G,RBC,0.46,I,,,,VVS1,VG,EX,VG,F,N,4.98*4.93*2.98,4.98,4.93,2.98,GIA,7358569749,,1215.500,44.750,60.10,63.00,MED to THK,,5.00,Faceted,NON,,11.50,32.00,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 7358569749 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-36B/still.jpg,https://srd.world/vision360/vision360.html?d=244-36B&s=0,,,SURE,BROWN 1,,,,,,,,,,50,75,NEW YORK,,
221-144A,G,PB,0.50,I,,,,VS2,G,EX,VG,M,BLUE,6.31*4.28*2.92,6.31,4.28,2.92,GIA,2346719678,,874.000,54.000,68.20,64.00,STK to ETK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO1,CO0,,GIA 2346719678,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
225-12A,G,RBC,0.90,F,,,,SI1,EX,EX,EX,N,N,6.21*6.17*3.81,6.21,6.17,3.81,GIA,7351034661,,3267.000,39.500,61.60,61.00,MED to STK,,4.00,Faceted,NONE,,13.00,33.50,44.50,NONE,BT1,WT2,TO1,CO0,41.80,GIA 7351034661,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-12A/still.jpg,https://srd.world/vision360/vision360.html?d=225-12A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
240-214A,G,RBC,0.22,E,,,,VVS2,EX,EX,EX,F,N,3.89*3.87*2.42,3.89,3.87,2.42,GIA,5353623146,,1568.000,-20.620,62.30,56.00,MED,,3.50,Faceted,NON,,16.00,36.00,43.00,NONE,BT0,WT0,TO0,CO0,40.80,GIA 5353623146,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/240-214A/still.jpg,https://srd.world/vision360/vision360.html?d=240-214A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
211-214A,G,RBC,1.01,M,,,,SI2,EX,EX,VG,N,N,6.47*6.52*3.90,6.47,6.52,3.90,IGI,407973590,,1309.000,53.250,59.90,61.00,Medium (Faceted) ,,3.80,Faceted,Pointed,,13.00,33.20,43.50,NONE,BT3,WT1,TO0,CO1,41.10,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/211-214A/still.jpg,https://srd.world/vision360/vision360.html?d=211-214A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
225-45A,G,RBC,1.40,M,,,,SI2,EX,EX,EX,M,BLUE,7.14*7.08*4.46,7.14,7.08,4.46,GIA,6341787606,,1827.000,34.750,62.80,56.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.00,NONE,BT1,WT1,TO0,CO0,40.60,GIA 6341787606,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/225-45A/still.jpg,https://srd.world/vision360/vision360.html?d=225-45A&s=0,,,EYE CLEAN NO,BROWN 2,,,,,,,,,,50,80,,,
237-148A,G,RBC,0.36,F,,,,VS1,EX,EX,VG,F,N,4.58*4.54*2.83,4.58,4.54,2.83,GIA,7356536047,,1474.000,33.000,62.10,58.00,MED to STK,,4.00,Faceted,NON,,14.00,34.00,44.50,NONE,BT0,NV,TO0,CO0,41.60,GIA 7356536047,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-148A/still.jpg,https://srd.world/vision360/vision360.html?d=237-148A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
221-494A,G,RBC,0.51,M,,,,VS1,EX,EX,EX,M,BLUE,5.11*5.08*3.18,5.11,5.08,3.18,GIA,7356143407,,760.000,52.500,62.50,57.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.00,NONE,BT1,WT1,TO0,CO0,40.80,GIA 7356143407,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/221-494A/still.jpg,https://srd.world/vision360/vision360.html?d=221-494A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
241-98A,G,RBC,1.05,M,,,,SI2,EX,EX,EX,N,N,6.62*6.57*3.99,6.62,6.57,3.99,GIA,2357170809,,1449.000,48.250,60.50,56.00,MED to STK,,3.50,Faceted,NONE,,14.00,32.50,43.00,NONE,BT1,WT0,TO0,CO0,40.80,GIA 2357170809,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-98A/still.jpg,https://srd.world/vision360/vision360.html?d=241-98A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,45,75,,,
205-1O,G,PB,0.64,K,,,,SI1,EX,EX,G,M,BLUE,7.51*4.73*2.84,7.51,4.73,2.84,GIA,2346955846,,663.000,49.000,59.90,62.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 2346955846,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
235-118A,G,OV,0.75,M,,,,SI1,VG,EX,G,F,N,6.95*4.85*2.76,6.95,4.85,2.76,GIA,1358178291,,0.000,10.000,57.00,58.00,VTK to ETK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,NV,,GIA 1358178291,"GIA Color Is:-, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/235-118A/still.jpg,https://srd.world/vision360/vision360.html?d=235-118A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
222-305A,G,RBC,0.31,M,,,,VVS1,EX,EX,EX,N,N,4.36*4.34*2.75,4.36,4.34,2.75,GIA,7356097372,,682.500,51.250,63.10,57.00,MED to STK,,3.50,Faceted,NONE,,15.00,34.50,44.50,NONE,BT0,WT0,TO0,CO0,41.80,GIA 7356097372,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
215-20A,G,PB,0.33,I,,,,VVS2,EX,EX,VG,N,N,5.83*3.84*2.36,5.83,3.84,2.36,GIA,6342307791,,736.450,43.350,61.60,58.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,NV,TO0,CO0,,GIA 6342307791,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/215-20A/still.jpg,https://srd.world/vision360/vision360.html?d=215-20A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
215-458A,G,OV,1.04,E,,,,SI2,VG,VG,VG,M,N,7.97*5.92*3.45,7.97,5.92,3.45,IGI,400945516,,1494.500,69.500,58.30,58.50,Thin To Slightly Thick (Faceted),,3.70,Faceted,Pointed,,13.50,36.20,41.00,NONE,BT2,WT0,TO0,CO0,38.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/215-458A/still.jpg,https://srd.world/vision360/vision360.html?d=215-458A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
222-321A,G,PB,0.41,H,,,,SI2,EX,EX,VG,F,N,6.54*4.20*2.48,6.54,4.20,2.48,GIA,2347827774,,760.500,41.500,59.10,60.00,THN to THK,,,Faceted,NONE,,,,,NONE,NV,WT2,TO1,CO1,,GIA 2347827774,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-321A/still.jpg,https://srd.world/vision360/vision360.html?d=222-321A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
232-226A,G,OV,0.30,J,,,,SI1,VG,VG,VG,N,N,4.93*3.88*2.34,4.93,3.88,2.34,GIA,2357178904,,522.000,42.000,60.30,55.00,STK to ETK,,,Faceted,NONE,,,,,NONE,BT0,NV,TO0,CO3,,GIA 2357178904,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
244-54B,G,PB,0.30,J,,,,SI2,VG,EX,G,N,N,5.68*3.73*2.36,5.68,3.73,2.36,GIA,2357622448,,462.000,42.250,63.10,63.00,MED to ETK,,,Faceted,NON,,,,,NONE,NV,WT1,TO1,CO0,,GIA 2357622448,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-54B/still.jpg,https://srd.world/vision360/vision360.html?d=244-54B&s=0,,,MEDIUM,BROWN 1,,,,,,,,,,,,NEW YORK,,
205-6A,G,OV,2.71,M,yellow,Fancy Intense,,SI2,G,VG,G,M,BLUE,10.12*7.41*4.41,10.12,7.41,4.41,GIA,2337907905,,4944.000,-54.500,59.60,60.00,THK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 2337907905,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/205-6A/still.jpg,https://srd.world/vision360/vision360.html?d=205-6A&s=0,,,SURE,NO BGM,,,,,,,,,,,,,,
1219-2,G,RBC,0.96,G,,,,I1,VG,VG,VG,N,N,6.32*6.28*3.84,6.32,6.28,3.84,GIA,6345252201,,2251.840,29.630,61.00,57.00,,,,,,,16.00,,41.50,NONE,NV,WT1,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1219-2/still.jpg,https://srd.world/vision360/vision360.html?d=1219-2&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
222-483A,G,OV,0.30,I,,,,SI1,VG,VG,VG,S,BLUE,5.22*3.72*2.32,5.22,3.72,2.32,GIA,2348955700,,550.000,50.000,62.30,61.00,VTN to ETK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO2,CO2,,GIA 2348955700,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
245-16A,G,HT,1.00,E,,,,SI1,VG,EX,G,M,BLUE,6.17*7.05*4.08,6.17,7.05,4.08,GIA,7351518364,,2337.000,59.000,57.90,63.00,MED to THK,,,Faceted,NON,,,,,NONE,NV,WT1,TO1,CO2,,GIA 7351518364 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/245-16A/still.jpg,https://srd.world/vision360/vision360.html?d=245-16A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
217-14A,G,OV,1.51,K,,,,VS2,G,EX,VG,N,N,7.93*6.07*4.11,7.93,6.07,4.11,GIA,1345477906,,2736.000,28.000,67.70,58.00,MED to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,NV,,GIA 1345477906,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-14A/still.jpg,https://srd.world/vision360/vision360.html?d=217-14A&s=0,,,SURE,BROWN 1,,,,,,,,,,,,,,
220-172A,G,PB,0.42,J,,,,VS2,EX,EX,VG,F,N,6.39*4.25*2.56,6.39,4.25,2.56,GIA,7341706684,,736.450,43.350,60.20,63.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,NV,,GIA 7341706684,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/220-172A/still.jpg,https://srd.world/vision360/vision360.html?d=220-172A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
215-44A,G,MQ,0.30,F,,,,SI2,VG,VG,G,N,N,7.29*3.53*1.99,7.29,3.53,1.99,GIA,6342484680,,715.000,45.000,56.30,62.00,MED to VTK,,,Faceted,NONE,,,,,NONE,NV,WT1,TO0,CO1,,GIA 6342484680,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/215-44A/still.jpg,https://srd.world/vision360/vision360.html?d=215-44A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
211-203A,G,CU,1.40,M,yellow,Fancy Intense,,SI1,VG,EX,G,N,N,6.08*6.05*4.27,6.08,6.05,4.27,GIA,6342543682,,3200.000,-60.000,70.60,63.00,STK to ETK,,,Faceted,NONE,,,,,NONE,BT2,WT2,NV,NV,,GIA 6342543682,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/211-203A/still.jpg,https://srd.world/vision360/vision360.html?d=211-203A&s=0,,,SURE,,,,,,,,,,,,,,,
240-15A,G,RBC,0.22,F,,,,VS1,VG,EX,EX,N,N,3.85*3.84*2.41,3.85,3.84,2.41,GIA,7358589207,,1196.000,-4.000,62.70,57.00,MED to STK,,4.00,Faceted,NON,,15.00,35.00,44.00,NONE,BT0,WT1,TO0,CO0,41.40,GIA 7358589207,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/240-15A/still.jpg,https://srd.world/vision360/vision360.html?d=240-15A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
224-2A,G,RBC,1.80,E,,,,VS2,EX,EX,EX,N,N,7.74*7.72*4.88,7.74,7.72,4.88,GIA,5343808363,,8478.750,28.750,63.20,57.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.00,43.50,NONE,BT1,WT0,TO0,CO0,41.20,GIA 5343808363,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/224-2A/still.jpg,https://srd.world/vision360/vision360.html?d=224-2A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
237-127A,G,RBC,0.50,K,,,,SI1,F,EX,VG,S,BLUE,4.81*4.75*3.27,4.81,4.75,3.27,GIA,5356143738,,855.000,55.000,68.30,59.00,THN to ETK,,7.50,Faceted,NONE,,16.50,39.50,44.00,NONE,BT1,WT1,TO0,CO0,41.40,GIA 5356143738,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,HONG KONG,,,,https://srd.world/vision360/imaged/237-127A/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
224-33B,G,HT,0.33,G,,,,IF,EX,EX,G,M,BLUE,4.28*4.88*2.89,4.28,4.88,2.89,GIA,5343693706,,1168.500,38.500,59.20,56.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5343693706,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/224-33B/still.jpg,https://srd.world/vision360/vision360.html?d=224-33B&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
234-135A,G,RA,0.67,M,,,,VVS1,EX,EX,VG,N,N,4.96*4.56*3.15,4.96,4.56,3.15,GIA,5343637133,,549.000,54.250,69.10,67.00,VTK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5343637133,"GIA Color Is:-S, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/234-135A/still.jpg,https://srd.world/vision360/vision360.html?d=234-135A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
DSSRD-6,G,RBC,1.00,D,,,,SI2,VG,EX,VG,N,,6.51*6.41*3.82,6.51,6.41,3.82,IGI,432026627,,3250.000,50.000,59.00,62.00,Medium To Thick (Faceted) ,,,0,0,,12.00,31.80,42.50,NONE,BT1,WT1,TO0,NV,40.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
205-3B,G,PB,2.02,M,yellow,FANCY, Grayish-Greenish,I1,EX,VG,G,S,BLUE,10.85*6.90*4.22,10.85,6.90,4.22,GIA,6332880275,,2904.000,-32.000,61.10,57.00,MED to THK,,,Faceted,NONE,,,,,NONE,NV,WT1,TO0,CO0,,GIA 6332880275,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/205-3B/still.jpg,https://srd.world/vision360/vision360.html?d=205-3B&s=0,,,SURE,NO BGM,,,,,,,,,,,,,,
217-17A,G,RBC,1.20,G,,,,SI2,EX,EX,EX,N,N,6.78*6.83*4.19,6.78,6.83,4.19,IGI,407973572,,3192.000,43.000,61.50,60.00,Medium To Slightly Thick (Faceted) ,,4.10,,Pointed,,13.00,33.60,44.00,NONE,NV,WT2,NV,NV,41.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-17A/still.jpg,https://srd.world/vision360/vision360.html?d=217-17A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
226-6A,G,PB,2.01,J,,,,VVS2,EX,EX,VG,N,N,10.94*7.18*4.29,10.94,7.18,4.29,GIA,1347790457,,4874.250,27.250,59.80,63.00,THN to THK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1347790457,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/226-6A/still.jpg,https://srd.world/vision360/vision360.html?d=226-6A&s=0,,,EYE CLEAN YES,BROWN/GRAY/PINK,,,,,,,,,,,,,,
DS-26,M,RBC,1.01,E,,,,I1,EX,EX,EX,N,,6.47*6.43*3.97,6.47,6.43,3.97,GIA,7356703940,,2967.000,31.000,61.50,59.00,MED to STK,,,Faceted,Pointed,,0.14,,0.45,NONE,BT1,WT2,TO0,CO2,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/DS-26/still.jpg,https://srd.world/vision360/vision360.html?d=DS-26&s=0,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
